chapter,chapter_description,code_category,code_category_description,icd_code,disease_description
VII,Diseases of the eye and adnexa,H00-H06,"Disorders of eyelid, lacrimal system and orbit",H03,Disorders of eyelid in diseases classified elsewhere
VII,Diseases of the eye and adnexa,H00-H06,"Disorders of eyelid, lacrimal system and orbit",H06,Disorders of lacrimal system and orbit in diseases classified elsewhere
VII,Diseases of the eye and adnexa,H10-H13,Disorders of conjunctiva,,
VII,Diseases of the eye and adnexa,H10-H13,Disorders of conjunctiva,H13,Disorders of conjunctiva in diseases classified elsewhere
VII,Diseases of the eye and adnexa,H10-H13,Disorders of conjunctiva,H11,Other disorders of conjunctiva
VII,Diseases of the eye and adnexa,H10-H13,Disorders of conjunctiva,H10,Conjunctivitis
VII,Diseases of the eye and adnexa,H25-H28,Disorders of lens,,
VII,Diseases of the eye and adnexa,H25-H28,Disorders of lens,H28,Cataract and other disorders of lens in diseases classified elsewhere
VII,Diseases of the eye and adnexa,H25-H28,Disorders of lens,H25,Senile cataract
VII,Diseases of the eye and adnexa,H25-H28,Disorders of lens,H27,Other disorders of lens
VII,Diseases of the eye and adnexa,H25-H28,Disorders of lens,H26,Other cataract
VII,Diseases of the eye and adnexa,H46-H48,Disorders of optic nerve and visual pathways,,
VII,Diseases of the eye and adnexa,H46-H48,Disorders of optic nerve and visual pathways,H46,Optic neuritis
VII,Diseases of the eye and adnexa,H46-H48,Disorders of optic nerve and visual pathways,H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere
VII,Diseases of the eye and adnexa,H46-H48,Disorders of optic nerve and visual pathways,H47,Other disorders of optic [2nd] nerve and visual pathways
VII,Diseases of the eye and adnexa,H30-H36,Disorders of choroid and retina,,
VII,Diseases of the eye and adnexa,H30-H36,Disorders of choroid and retina,H32,Chorioretinal disorders in diseases classified elsewhere
VII,Diseases of the eye and adnexa,H30-H36,Disorders of choroid and retina,H33,Retinal detachments and breaks
VII,Diseases of the eye and adnexa,H30-H36,Disorders of choroid and retina,H31,Other disorders of choroid
VII,Diseases of the eye and adnexa,H30-H36,Disorders of choroid and retina,H30,Chorioretinal inflammation
VII,Diseases of the eye and adnexa,H30-H36,Disorders of choroid and retina,H36,Retinal disorders in diseases classified elsewhere
VII,Diseases of the eye and adnexa,H30-H36,Disorders of choroid and retina,H34,Retinal vascular occlusions
VII,Diseases of the eye and adnexa,H30-H36,Disorders of choroid and retina,H35,Other retinal disorders
VII,Diseases of the eye and adnexa,H43-H45,Disorders of vitreous body and globe,,
VII,Diseases of the eye and adnexa,H43-H45,Disorders of vitreous body and globe,H43,Disorders of vitreous body
VII,Diseases of the eye and adnexa,H43-H45,Disorders of vitreous body and globe,H44,Disorders of globe
VII,Diseases of the eye and adnexa,H43-H45,Disorders of vitreous body and globe,H45,Disorders of vitreous body and globe in diseases classified elsewhere
II,Neoplasms,D00-D09,In situ neoplasms,,
II,Neoplasms,D00-D09,In situ neoplasms,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach"
II,Neoplasms,D00-D09,In situ neoplasms,D06,Carcinoma in situ of cervix uteri
II,Neoplasms,D00-D09,In situ neoplasms,D07,Carcinoma in situ of other and unspecified genital organs
II,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ
II,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin
II,Neoplasms,D00-D09,In situ neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs
II,Neoplasms,D00-D09,In situ neoplasms,D09,Carcinoma in situ of other and unspecified sites
II,Neoplasms,D00-D09,In situ neoplasms,D05,Carcinoma in situ of breast
II,Neoplasms,D00-D09,In situ neoplasms,D02,Carcinoma in situ of middle ear and respiratory system
II,Neoplasms,C00-C97,Malignant neoplasms,,
II,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",,
II,Neoplasms,C00-C75,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",,
II,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",,
II,Neoplasms,C97-C97,Malignant neoplasms of independent (primary) multiple sites,,
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,,
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D40,Neoplasm of uncertain or unknown behaviour of male genital organs
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D38,Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D41,Neoplasm of uncertain or unknown behaviour of urinary organs
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D42,Neoplasm of uncertain or unknown behaviour of meninges
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D39,Neoplasm of uncertain or unknown behaviour of female genital organs
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D37,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D44,Neoplasm of uncertain or unknown behaviour of endocrine glands
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D46,Myelodysplastic syndromes
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D45,Polycythaemia vera
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D43,Neoplasm of uncertain or unknown behaviour of brain and central nervous system
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D47,"Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue"
II,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D48,Neoplasm of uncertain or unknown behaviour of other and unspecified sites
II,Neoplasms,D10-D36,Benign neoplasms,,
II,Neoplasms,D10-D36,Benign neoplasms,D18,"Haemangioma and lymphangioma, any site"
II,Neoplasms,D10-D36,Benign neoplasms,D19,Benign neoplasm of mesothelial tissue
II,Neoplasms,D10-D36,Benign neoplasms,D13,Benign neoplasm of other and ill-defined parts of digestive system
II,Neoplasms,D10-D36,Benign neoplasms,D11,Benign neoplasm of major salivary glands
II,Neoplasms,D10-D36,Benign neoplasms,D22,Melanocytic naevi
II,Neoplasms,D10-D36,Benign neoplasms,D17,Benign lipomatous neoplasm
II,Neoplasms,D10-D36,Benign neoplasms,D30,Benign neoplasm of urinary organs
II,Neoplasms,D10-D36,Benign neoplasms,D24,Benign neoplasm of breast
II,Neoplasms,D10-D36,Benign neoplasms,D25,Leiomyoma of uterus
II,Neoplasms,D10-D36,Benign neoplasms,D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum
II,Neoplasms,D10-D36,Benign neoplasms,D26,Other benign neoplasms of uterus
II,Neoplasms,D10-D36,Benign neoplasms,D23,Other benign neoplasms of skin
II,Neoplasms,D10-D36,Benign neoplasms,D12,"Benign neoplasm of colon, rectum, anus and anal canal"
II,Neoplasms,D10-D36,Benign neoplasms,D21,Other benign neoplasms of connective and other soft tissue
II,Neoplasms,D10-D36,Benign neoplasms,D10,Benign neoplasm of mouth and pharynx
II,Neoplasms,D10-D36,Benign neoplasms,D14,Benign neoplasm of middle ear and respiratory system
II,Neoplasms,D10-D36,Benign neoplasms,D27,Benign neoplasm of ovary
II,Neoplasms,D10-D36,Benign neoplasms,D16,Benign neoplasm of bone and articular cartilage
II,Neoplasms,D10-D36,Benign neoplasms,D29,Benign neoplasm of male genital organs
II,Neoplasms,D10-D36,Benign neoplasms,D15,Benign neoplasm of other and unspecified intrathoracic organs
II,Neoplasms,D10-D36,Benign neoplasms,D28,Benign neoplasm of other and unspecified female genital organs
II,Neoplasms,D10-D36,Benign neoplasms,D35,Benign neoplasm of other and unspecified endocrine glands
II,Neoplasms,D10-D36,Benign neoplasms,D33,Benign neoplasm of brain and other parts of central nervous system
II,Neoplasms,D10-D36,Benign neoplasms,D31,Benign neoplasm of eye and adnexa
II,Neoplasms,D10-D36,Benign neoplasms,D32,Benign neoplasm of meninges
II,Neoplasms,D10-D36,Benign neoplasms,D36,Benign neoplasm of other and unspecified sites
II,Neoplasms,D10-D36,Benign neoplasms,D34,Benign neoplasm of thyroid gland
IX,Diseases of the circulatory system,I00-I02,Acute rheumatic fever,,
IX,Diseases of the circulatory system,I00-I02,Acute rheumatic fever,I02,Rheumatic chorea
IX,Diseases of the circulatory system,I00-I02,Acute rheumatic fever,I00,Rheumatic fever without mention of heart involvement
IX,Diseases of the circulatory system,I00-I02,Acute rheumatic fever,I01,Rheumatic fever with heart involvement
IX,Diseases of the circulatory system,I10-I15,Hypertensive diseases,,
IX,Diseases of the circulatory system,I10-I15,Hypertensive diseases,I11,Hypertensive heart disease
IX,Diseases of the circulatory system,I10-I15,Hypertensive diseases,I12,Hypertensive renal disease
IX,Diseases of the circulatory system,I10-I15,Hypertensive diseases,I13,Hypertensive heart and renal disease
IX,Diseases of the circulatory system,I10-I15,Hypertensive diseases,I15,Secondary hypertension
IX,Diseases of the circulatory system,I10-I15,Hypertensive diseases,I10,Essential (primary) hypertension
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,,
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I35,Nonrheumatic aortic valve disorders
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I39,Endocarditis and heart valve disorders in diseases classified elsewhere
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I36,Nonrheumatic tricuspid valve disorders
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I33,Acute and subacute endocarditis
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I31,Other diseases of pericardium
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I38,"Endocarditis, valve unspecified"
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I30,Acute pericarditis
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I32,Pericarditis in diseases classified elsewhere
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I44,Atrioventricular and left bundle-branch block
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I40,Acute myocarditis
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I37,Pulmonary valve disorders
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I43,Cardiomyopathy in diseases classified elsewhere
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I34,Nonrheumatic mitral valve disorders
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I41,Myocarditis in diseases classified elsewhere
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I42,Cardiomyopathy
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I45,Other conduction disorders
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I48,Atrial fibrillation and flutter
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I46,Cardiac arrest
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I47,Paroxysmal tachycardia
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I50,Heart failure
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I49,Other cardiac arrhythmias
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I51,Complications and ill-defined descriptions of heart disease
IX,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I52,Other heart disorders in diseases classified elsewhere
IX,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,,
IX,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I62,Other nontraumatic intracranial haemorrhage
IX,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I64,"Stroke, not specified as haemorrhage or infarction"
IX,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I61,Intracerebral haemorrhage
IX,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
